Strategy,Game Number,Attempts,Success,Guesses,Feedbacks,Secret Code
1,1,10,False,"[['GREEN', 'ORANGE', 'GREEN', 'GREEN'], ['ORANGE', 'RED', 'ORANGE', 'ORANGE'], ['RED', 'YELLOW', 'BLUE', 'RED'], ['BLACK', 'ORANGE', 'GREEN', 'ORANGE'], ['ORANGE', 'ORANGE', 'RED', 'GREEN'], ['BLACK', 'BLACK', 'RED', 'ORANGE'], ['YELLOW', 'BLUE', 'GREEN', 'YELLOW'], ['GREEN', 'RED', 'ORANGE', 'BLUE'], ['GREEN', 'BLACK', 'RED', 'ORANGE'], ['BLUE', 'BLUE', 'BLACK', 'YELLOW']]","[(0, 1), (2, 0), (2, 1), (1, 0), (0, 2), (1, 1), (0, 1), (1, 2), (1, 1), (0, 1)]","['RED', 'RED', 'BLUE', 'ORANGE']"
1,2,10,False,"[['GREEN', 'BLACK', 'ORANGE', 'ORANGE'], ['RED', 'YELLOW', 'BLUE', 'RED'], ['BLUE', 'GREEN', 'GREEN', 'BLUE'], ['ORANGE', 'YELLOW', 'BLUE', 'ORANGE'], ['YELLOW', 'ORANGE', 'YELLOW', 'ORANGE'], ['RED', 'YELLOW', 'ORANGE', 'ORANGE'], ['BLACK', 'GREEN', 'RED', 'BLUE'], ['BLUE', 'BLACK', 'BLACK', 'RED'], ['ORANGE', 'RED', 'YELLOW', 'BLACK'], ['YELLOW', 'BLACK', 'BLUE', 'YELLOW']]","[(0, 2), (0, 2), (0, 0), (0, 2), (1, 1), (0, 3), (2, 0), (0, 2), (0, 4), (1, 1)]","['BLACK', 'ORANGE', 'RED', 'YELLOW']"
1,3,10,False,"[['GREEN', 'BLACK', 'RED', 'GREEN'], ['ORANGE', 'RED', 'BLUE', 'ORANGE'], ['ORANGE', 'ORANGE', 'RED', 'BLACK'], ['RED', 'GREEN', 'GREEN', 'GREEN'], ['RED', 'YELLOW', 'ORANGE', 'GREEN'], ['YELLOW', 'BLUE', 'BLACK', 'ORANGE'], ['RED', 'ORANGE', 'BLACK', 'BLUE'], ['YELLOW', 'GREEN', 'BLACK', 'BLACK'], ['YELLOW', 'YELLOW', 'BLUE', 'RED'], ['RED', 'BLACK', 'BLUE', 'RED']]","[(0, 1), (1, 2), (1, 2), (1, 0), (1, 2), (1, 1), (2, 0), (0, 1), (0, 2), (1, 0)]","['RED', 'ORANGE', 'YELLOW', 'ORANGE']"
1,4,10,False,"[['ORANGE', 'ORANGE', 'BLACK', 'GREEN'], ['BLUE', 'BLACK', 'RED', 'YELLOW'], ['GREEN', 'RED', 'RED', 'ORANGE'], ['BLACK', 'RED', 'BLUE', 'RED'], ['GREEN', 'GREEN', 'ORANGE', 'BLACK'], ['BLUE', 'BLUE', 'BLACK', 'ORANGE'], ['BLUE', 'BLUE', 'BLACK', 'YELLOW'], ['ORANGE', 'ORANGE', 'YELLOW', 'GREEN'], ['GREEN', 'RED', 'RED', 'BLUE'], ['ORANGE', 'BLUE', 'BLUE', 'YELLOW']]","[(1, 0), (0, 1), (0, 1), (0, 0), (1, 1), (0, 0), (0, 1), (1, 1), (0, 1), (0, 1)]","['YELLOW', 'GREEN', 'GREEN', 'GREEN']"
1,5,10,False,"[['GREEN', 'GREEN', 'GREEN', 'GREEN'], ['GREEN', 'YELLOW', 'RED', 'RED'], ['ORANGE', 'BLUE', 'BLACK', 'YELLOW'], ['GREEN', 'ORANGE', 'BLACK', 'ORANGE'], ['YELLOW', 'RED', 'ORANGE', 'BLUE'], ['YELLOW', 'ORANGE', 'BLUE', 'BLUE'], ['ORANGE', 'YELLOW', 'RED', 'ORANGE'], ['ORANGE', 'BLACK', 'RED', 'ORANGE'], ['ORANGE', 'YELLOW', 'ORANGE', 'BLUE'], ['RED', 'BLUE', 'ORANGE', 'BLACK']]","[(0, 0), (1, 2), (1, 1), (0, 0), (1, 2), (0, 2), (1, 1), (1, 0), (0, 2), (0, 2)]","['BLUE', 'RED', 'RED', 'YELLOW']"
1,6,10,False,"[['GREEN', 'RED', 'BLACK', 'BLUE'], ['BLUE', 'YELLOW', 'BLACK', 'BLUE'], ['RED', 'BLACK', 'ORANGE', 'YELLOW'], ['YELLOW', 'BLACK', 'ORANGE', 'BLACK'], ['RED', 'YELLOW', 'BLACK', 'RED'], ['BLUE', 'BLACK', 'BLACK', 'ORANGE'], ['BLUE', 'ORANGE', 'YELLOW', 'ORANGE'], ['GREEN', 'YELLOW', 'BLUE', 'YELLOW'], ['BLUE', 'ORANGE', 'BLUE', 'ORANGE'], ['RED', 'YELLOW', 'ORANGE', 'ORANGE']]","[(0, 3), (0, 2), (1, 1), (1, 1), (1, 1), (1, 2), (0, 1), (1, 0), (1, 0), (0, 1)]","['BLACK', 'BLACK', 'BLUE', 'RED']"
1,7,10,False,"[['YELLOW', 'ORANGE', 'BLUE', 'BLACK'], ['YELLOW', 'BLUE', 'BLACK', 'GREEN'], ['GREEN', 'YELLOW', 'ORANGE', 'BLUE'], ['RED', 'YELLOW', 'YELLOW', 'YELLOW'], ['GREEN', 'RED', 'BLACK', 'ORANGE'], ['YELLOW', 'RED', 'ORANGE', 'RED'], ['ORANGE', 'ORANGE', 'YELLOW', 'RED'], ['ORANGE', 'BLACK', 'GREEN', 'GREEN'], ['BLACK', 'GREEN', 'BLACK', 'YELLOW'], ['RED', 'ORANGE', 'BLACK', 'ORANGE']]","[(1, 0), (1, 0), (0, 2), (0, 1), (0, 3), (0, 2), (2, 1), (2, 0), (0, 1), (1, 2)]","['ORANGE', 'ORANGE', 'RED', 'GREEN']"
1,8,10,False,"[['GREEN', 'YELLOW', 'ORANGE', 'YELLOW'], ['YELLOW', 'RED', 'BLUE', 'BLACK'], ['GREEN', 'BLACK', 'BLACK', 'BLUE'], ['BLACK', 'BLACK', 'YELLOW', 'GREEN'], ['ORANGE', 'BLUE', 'GREEN', 'BLUE'], ['ORANGE', 'BLACK', 'RED', 'ORANGE'], ['RED', 'YELLOW', 'BLACK', 'BLACK'], ['YELLOW', 'BLUE', 'ORANGE', 'RED'], ['BLUE', 'BLACK', 'GREEN', 'BLACK'], ['RED', 'BLACK', 'RED', 'GREEN']]","[(3, 0), (0, 1), (1, 0), (0, 2), (0, 2), (1, 1), (1, 0), (1, 1), (0, 1), (0, 1)]","['GREEN', 'YELLOW', 'ORANGE', 'ORANGE']"
1,9,10,False,"[['BLUE', 'GREEN', 'BLACK', 'GREEN'], ['RED', 'ORANGE', 'YELLOW', 'BLACK'], ['RED', 'BLACK', 'GREEN', 'BLACK'], ['GREEN', 'YELLOW', 'GREEN', 'BLUE'], ['YELLOW', 'ORANGE', 'GREEN', 'GREEN'], ['ORANGE', 'BLACK', 'ORANGE', 'BLACK'], ['YELLOW', 'GREEN', 'BLUE', 'BLUE'], ['BLACK', 'ORANGE', 'GREEN', 'YELLOW'], ['ORANGE', 'RED', 'BLACK', 'BLACK'], ['BLACK', 'BLACK', 'BLACK', 'GREEN']]","[(0, 1), (0, 3), (1, 1), (0, 0), (0, 1), (2, 1), (0, 0), (0, 2), (1, 2), (1, 0)]","['ORANGE', 'BLACK', 'RED', 'ORANGE']"
1,10,10,False,"[['GREEN', 'ORANGE', 'GREEN', 'YELLOW'], ['BLACK', 'BLACK', 'GREEN', 'RED'], ['BLUE', 'BLUE', 'ORANGE', 'GREEN'], ['ORANGE', 'GREEN', 'YELLOW', 'ORANGE'], ['BLUE', 'YELLOW', 'GREEN', 'BLUE'], ['BLUE', 'BLACK', 'BLUE', 'YELLOW'], ['ORANGE', 'BLUE', 'ORANGE', 'BLUE'], ['GREEN', 'YELLOW', 'RED', 'ORANGE'], ['YELLOW', 'YELLOW', 'GREEN', 'BLACK'], ['BLUE', 'BLUE', 'GREEN', 'YELLOW']]","[(1, 1), (2, 1), (0, 1), (1, 1), (0, 2), (1, 1), (0, 0), (1, 2), (0, 3), (0, 2)]","['GREEN', 'BLACK', 'YELLOW', 'RED']"
2,1,10,False,"[['BLACK', 'BLACK', 'GREEN', 'ORANGE'], ['RED', 'BLACK', 'ORANGE', 'GREEN'], ['BLUE', 'BLACK', 'GREEN', 'ORANGE'], ['YELLOW', 'RED', 'BLACK', 'BLACK'], ['RED', 'RED', 'GREEN', 'RED'], ['BLUE', 'ORANGE', 'RED', 'BLUE'], ['GREEN', 'ORANGE', 'YELLOW', 'YELLOW'], ['BLUE', 'BLUE', 'YELLOW', 'YELLOW'], ['BLUE', 'BLACK', 'GREEN', 'RED'], ['ORANGE', 'ORANGE', 'ORANGE', 'YELLOW']]","[(0, 1), (1, 1), (0, 1), (1, 2), (1, 1), (1, 0), (0, 1), (0, 1), (0, 2), (0, 1)]","['RED', 'YELLOW', 'RED', 'BLACK']"
2,2,10,False,"[['GREEN', 'BLUE', 'BLACK', 'BLACK'], ['BLACK', 'BLACK', 'RED', 'GREEN'], ['GREEN', 'GREEN', 'BLACK', 'YELLOW'], ['ORANGE', 'ORANGE', 'GREEN', 'YELLOW'], ['BLACK', 'YELLOW', 'GREEN', 'BLACK'], ['BLACK', 'GREEN', 'GREEN', 'YELLOW'], ['YELLOW', 'BLACK', 'ORANGE', 'YELLOW'], ['BLUE', 'RED', 'RED', 'ORANGE'], ['GREEN', 'ORANGE', 'ORANGE', 'RED'], ['ORANGE', 'RED', 'RED', 'YELLOW']]","[(0, 0), (1, 0), (1, 0), (2, 0), (0, 1), (1, 0), (2, 1), (1, 1), (1, 1), (2, 1)]","['YELLOW', 'ORANGE', 'RED', 'YELLOW']"
2,3,10,False,"[['BLACK', 'GREEN', 'YELLOW', 'RED'], ['RED', 'ORANGE', 'BLACK', 'BLACK'], ['BLUE', 'BLACK', 'RED', 'ORANGE'], ['RED', 'ORANGE', 'ORANGE', 'ORANGE'], ['BLUE', 'BLACK', 'GREEN', 'YELLOW'], ['YELLOW', 'BLUE', 'YELLOW', 'YELLOW'], ['BLUE', 'BLUE', 'BLACK', 'YELLOW'], ['ORANGE', 'ORANGE', 'RED', 'BLUE'], ['BLACK', 'RED', 'ORANGE', 'BLACK'], ['BLUE', 'RED', 'RED', 'RED']]","[(1, 2), (1, 0), (0, 1), (1, 0), (1, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 1)]","['RED', 'YELLOW', 'GREEN', 'RED']"
2,4,10,False,"[['BLUE', 'GREEN', 'GREEN', 'ORANGE'], ['BLUE', 'GREEN', 'RED', 'YELLOW'], ['BLACK', 'BLACK', 'BLUE', 'BLACK'], ['ORANGE', 'RED', 'YELLOW', 'ORANGE'], ['YELLOW', 'YELLOW', 'BLUE', 'BLUE'], ['RED', 'RED', 'BLUE', 'ORANGE'], ['GREEN', 'BLUE', 'BLUE', 'ORANGE'], ['RED', 'YELLOW', 'BLUE', 'ORANGE'], ['ORANGE', 'YELLOW', 'ORANGE', 'GREEN'], ['ORANGE', 'RED', 'BLUE', 'GREEN']]","[(0, 3), (0, 2), (2, 0), (0, 1), (1, 0), (1, 1), (1, 2), (1, 1), (1, 1), (2, 1)]","['BLACK', 'ORANGE', 'BLUE', 'GREEN']"
2,5,10,False,"[['GREEN', 'YELLOW', 'BLUE', 'BLACK'], ['YELLOW', 'YELLOW', 'ORANGE', 'BLUE'], ['GREEN', 'RED', 'BLACK', 'BLUE'], ['BLUE', 'BLACK', 'RED', 'GREEN'], ['RED', 'GREEN', 'RED', 'BLACK'], ['YELLOW', 'ORANGE', 'ORANGE', 'RED'], ['YELLOW', 'YELLOW', 'BLACK', 'RED'], ['GREEN', 'BLUE', 'RED', 'BLACK'], ['BLACK', 'ORANGE', 'BLUE', 'RED'], ['YELLOW', 'BLUE', 'ORANGE', 'BLACK']]","[(2, 0), (1, 0), (1, 1), (0, 2), (2, 0), (0, 2), (2, 1), (1, 1), (0, 2), (1, 1)]","['RED', 'YELLOW', 'BLACK', 'BLACK']"
2,6,10,False,"[['BLACK', 'RED', 'GREEN', 'ORANGE'], ['BLUE', 'RED', 'BLUE', 'BLACK'], ['RED', 'GREEN', 'YELLOW', 'BLUE'], ['RED', 'RED', 'BLUE', 'RED'], ['YELLOW', 'GREEN', 'BLUE', 'GREEN'], ['BLUE', 'BLACK', 'YELLOW', 'YELLOW'], ['BLACK', 'ORANGE', 'BLUE', 'ORANGE'], ['YELLOW', 'RED', 'GREEN', 'YELLOW'], ['GREEN', 'GREEN', 'YELLOW', 'GREEN'], ['ORANGE', 'ORANGE', 'BLUE', 'GREEN']]","[(2, 0), (1, 0), (0, 2), (0, 0), (0, 2), (0, 2), (1, 0), (1, 1), (0, 2), (0, 1)]","['BLACK', 'YELLOW', 'GREEN', 'BLACK']"
2,7,10,False,"[['BLACK', 'BLUE', 'RED', 'GREEN'], ['ORANGE', 'BLUE', 'RED', 'BLACK'], ['YELLOW', 'YELLOW', 'BLACK', 'YELLOW'], ['RED', 'BLACK', 'RED', 'BLUE'], ['BLUE', 'RED', 'RED', 'BLUE'], ['GREEN', 'BLACK', 'RED', 'GREEN'], ['BLACK', 'ORANGE', 'BLACK', 'BLUE'], ['RED', 'ORANGE', 'ORANGE', 'BLACK'], ['ORANGE', 'BLACK', 'YELLOW', 'YELLOW'], ['BLUE', 'GREEN', 'BLACK', 'GREEN']]","[(1, 1), (1, 1), (1, 0), (2, 0), (3, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0)]","['BLUE', 'YELLOW', 'RED', 'BLUE']"
2,8,10,False,"[['GREEN', 'YELLOW', 'GREEN', 'BLACK'], ['ORANGE', 'ORANGE', 'ORANGE', 'BLACK'], ['ORANGE', 'BLACK', 'YELLOW', 'BLUE'], ['BLACK', 'ORANGE', 'ORANGE', 'ORANGE'], ['GREEN', 'BLACK', 'RED', 'BLUE'], ['RED', 'ORANGE', 'BLUE', 'BLUE'], ['ORANGE', 'RED', 'YELLOW', 'ORANGE'], ['GREEN', 'GREEN', 'ORANGE', 'BLUE'], ['BLUE', 'GREEN', 'YELLOW', 'YELLOW'], ['YELLOW', 'GREEN', 'BLUE', 'RED']]","[(0, 0), (2, 0), (1, 0), (1, 1), (1, 0), (1, 1), (1, 2), (0, 1), (0, 0), (1, 0)]","['ORANGE', 'ORANGE', 'RED', 'RED']"
2,9,10,False,"[['BLACK', 'RED', 'ORANGE', 'GREEN'], ['GREEN', 'ORANGE', 'GREEN', 'GREEN'], ['ORANGE', 'BLUE', 'ORANGE', 'RED'], ['BLACK', 'BLACK', 'BLACK', 'ORANGE'], ['BLACK', 'RED', 'RED', 'YELLOW'], ['RED', 'ORANGE', 'ORANGE', 'BLACK'], ['YELLOW', 'RED', 'BLACK', 'GREEN'], ['GREEN', 'GREEN', 'ORANGE', 'BLACK'], ['YELLOW', 'GREEN', 'ORANGE', 'GREEN'], ['GREEN', 'GREEN', 'GREEN', 'BLACK']]","[(0, 2), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 2), (1, 1), (0, 1), (1, 1)]","['GREEN', 'BLACK', 'BLUE', 'BLUE']"
2,10,10,False,"[['RED', 'BLUE', 'BLUE', 'GREEN'], ['GREEN', 'GREEN', 'ORANGE', 'BLUE'], ['GREEN', 'YELLOW', 'GREEN', 'BLUE'], ['RED', 'ORANGE', 'GREEN', 'RED'], ['ORANGE', 'YELLOW', 'YELLOW', 'YELLOW'], ['BLACK', 'YELLOW', 'BLACK', 'RED'], ['RED', 'YELLOW', 'ORANGE', 'GREEN'], ['YELLOW', 'YELLOW', 'BLUE', 'RED'], ['BLUE', 'BLACK', 'GREEN', 'GREEN'], ['BLACK', 'BLUE', 'BLACK', 'BLACK']]","[(0, 2), (1, 1), (3, 0), (1, 0), (1, 1), (1, 0), (1, 1), (2, 1), (1, 1), (0, 1)]","['YELLOW', 'YELLOW', 'GREEN', 'BLUE']"
